mls_hash,listing_source_master_id,address,city,state,zip,property_type,price,listed_dt,pend_dt,is_in_listings
-5479328573539341532,837000,23 Ridgetop Ln,ELMA,WA,98541,100,497000,,2023-06-02,False
-4468521947906742374,623000,,NEW YORK,NY,10012,400,525000,,2023-06-02,False
-781276491769275607,78000,708 N Western,MARION,IN,46952,100,29900,,2023-06-02,False
4009441286436866814,486000,2345 Mirador,VISTA,CA,92084,100,1575000,,2023-06-02,False
5612629334589475676,207000,145 N Pond,CHESTER,NH,03036,100,575000,,2023-06-02,False
5799999211203861373,708000,3481 Aster,SANTA FE,NM,87507,100,505000,,2023-06-02,False
6939584820861883423,208000,104 PARK DR,CAPITAN,NM,88316,500,165000,,2023-06-02,False
6969502399777327744,229000,1957 S Ash Cir,MESA,AZ,85202,100,415000,,2023-06-02,False
7121089727464508463,207000,20 Morgan,ROCHESTER,NH,03868,500,139900,,2023-06-02,False
9209645555544950576,676000,1680 Duke Way,RENO,NV,89502,100,310000,,2023-06-02,False
-9221846712002229249,837000,2697 Lewis River Rd,WOODLAND,WA,98674,100,1575000,,2023-06-02,False
-9221586636300229924,208000,220 RONEY DR,HOPKINSVILLE,KY,42240,100,189900,,2023-06-02,False
-9221508087102505735,224000,190 Hummels Hill Road,KUTZTOWN,PA,19530,100,425000,,2023-06-02,False
-9221214784881250357,881000,19 Hunt St,NORWALK,CT,06853,1300,1890000,,2023-06-02,False
-9220579700459358975,296000,5128 Cheshire Glen Road,CANANDAIGUA,NY,14424,200,409500,,2023-06-02,False
-9219974387933947465,208000,153 SHADY OAK LN,LEWISBURG,WV,24901,100,285000,,2023-06-02,False
-9219892915566364338,208000,2925 HAPPY HOLLOW EST,HOPKINSVILLE,KY,42240,100,379900,,2023-06-02,False
-9219692126247334669,208000,202 WOODSIDE DR,LEWISBURG,WV,24901,100,449900,,2023-06-02,False
-9219610640970065140,208000,1714 CALVIN DR,HOPKINSVILLE,KY,42240,100,115000,,2023-06-02,False
-9219610628060509939,208000,3512 VELMA DR,HOPKINSVILLE,KY,42240,100,159900,,2023-06-02,False
-9219328370676994745,208000,401 SKYLINE PARK DR,HOPKINSVILLE,KY,42240,100,279900,,2023-06-02,False
-9219328357767045944,208000,202 N WOOLDRIDGE RD,HOPKINSVILLE,KY,42240,100,125000,,2023-06-02,False
-9219328340554393141,208000,1102 CENTRAL AVE,HOPKINSVILLE,KY,42240,100,123000,,2023-06-02,False
-9217930959836763605,391000,1113 NW 122nd Ter,PEMBROKE PINES,FL,33026,200,440000,,2023-06-02,False
-9217864879732951033,229000,9721 Hastings Dr,SAINT LOUIS COUNTY MID,MO,63132,100,995000,,2023-06-02,False
-9217284176952480505,664000,8539 Echoridge Ct,JACKSONVILLE,FL,32244,100,300000,,2023-06-02,False
-9216719589030560508,664000,5518 118TH St UNIT LOT 3,JACKSONVILLE,FL,32244,100,313000,,2023-06-02,False
-9216719584726872508,664000,5518 118TH St UNIT LOT 11,JACKSONVILLE,FL,32244,100,313000,,2023-06-02,False
-9216029318825787246,290000,1995 E 167th Lane,BRIGHTON,CO,80602,100,630000,,2023-06-02,False
-9215501324038512702,706000,215 Dalrymple RD,SANDY SPRINGS,GA,30328,100,650000,,2023-06-02,False
-9215069569282683288,298000,1011 Florence Avenue,GALESBURG,IL,61401,100,140000,,2023-06-02,False
-9215069564979716888,298000,1296 Harrison Street,GALESBURG,IL,61401,100,85900,,2023-06-02,False
-9215069564979716887,298000,1231 W North Street,GALESBURG,IL,61401,100,70000,,2023-06-02,False
-9212436099480208482,347000,196 New Bethel Rd,LAFAYETTE,TN,37083,100,469900,,2023-06-02,False
-9212383161644901932,686000,1710 W 24th Pl,KENNEWICK,WA,99337,100,385000,,2023-06-02,False
-9212032681599170172,623000,,BROOKLYN,NY,11225,300,1675000,,2023-06-02,False
-9211026786985079388,837000,7524 Maxwelton Rd,CLINTON,WA,98236,100,750000,,2023-06-02,False
-9209053591041012645,229000,7550 York Dr #1W,SAINT LOUIS COUNTY MID,MO,63105,200,299000,,2023-06-02,False
-9208987161828295960,208000,11302 RIDGEVIEW RD,EVANSVILLE,WY,82636,100,549900,,2023-06-02,False
-9208987161828164765,208000,614 RIVER ROCK TRL,EVANSVILLE,WY,82636,100,359900,,2023-06-02,False
-9208987157525132755,208000,8632 E AGATE ST,EVANSVILLE,WY,82636,100,264900,,2023-06-02,False
-9208206719916270251,229000,901 Glen Ridge Ave,SAINT LOUIS COUNTY MID,MO,63105,200,1100000,,2023-06-02,False
-9208206715613303845,229000,900 S Hanley Rd #8D,SAINT LOUIS COUNTY MID,MO,63105,200,255000,,2023-06-02,False
-9208206715613238248,229000,6253 Rosebury Ave #3E,SAINT LOUIS COUNTY MID,MO,63105,200,339900,,2023-06-02,False
-9208206711310337441,229000,6227 Northwood Ave #1W,SAINT LOUIS COUNTY MID,MO,63105,200,425000,,2023-06-02,False
-9207965662866426766,664000,3126 Altamont Ave E,JACKSONVILLE,FL,32208,100,140000,,2023-06-02,False
-9207924441016676655,229000,155 N Hanley Rd #105,SAINT LOUIS COUNTY MID,MO,63105,200,530000,,2023-06-02,False
-9207696584273529844,3700,9034 W Lisbon Ave 6,MILWAUKEE,WI,53222,200,107500,,2023-06-02,False
-9207683362450229965,664000,569 W 49TH St,JACKSONVILLE,FL,32208,100,89900,,2023-06-02,False
-9207683358147132369,664000,9076 Jefferson Ave,JACKSONVILLE,FL,32208,100,199900,,2023-06-02,False
-9207683353844362759,664000,5216 Doncaster Ave,JACKSONVILLE,FL,32208,100,210000,,2023-06-02,False
-9207683353844297162,664000,834 Bunker Hill Blvd,JACKSONVILLE,FL,32208,100,190000,,2023-06-02,False
-9207482813964816636,290000,10823 Wooden Pole Drive,PARKER,CO,80134,100,674990,,2023-06-02,False
-9206058032086012409,208000,356 LOVELL AVE,ELMIRA,NY,14905,100,142000,,2023-06-02,False
-9206058032085946810,208000,102 EVERGREEN AVE,ELMIRA,NY,14905,100,149900,,2023-06-02,False
-9205434360931823156,208000,546 SPARN ST,GRAND JUNCTION,CO,81501,100,327500,,2023-06-02,False
-9205434360931823155,208000,125 BOOKCLIFF AVE,GRAND JUNCTION,CO,81501,100,539900,,2023-06-02,False
-9205434360931626357,208000,823 N 10TH ST,GRAND JUNCTION,CO,81501,100,350000,,2023-06-02,False
-9205434356628856757,208000,2854 PICARDY DR,GRAND JUNCTION,CO,81501,100,399900,,2023-06-02,False
-9205434356628791156,208000,506 N 25TH ST,GRAND JUNCTION,CO,81501,100,315000,,2023-06-02,False
-9200201459196699519,742000,32 Kerri Farms Drive,STANDISH,ME,04084,100,485000,,2023-06-02,False
-9198790024253826901,229000,2209 E 4th St,MISHAWAKA,IN,46544,100,110000,,2023-06-02,False
-9198790007040649303,229000,1014 W 7th St,MISHAWAKA,IN,46544,100,150000,,2023-06-02,False
-9198789994131356496,208000,60171 BREMEN HWY,MISHAWAKA,IN,46544,100,200000,,2023-06-02,False
-9191700708300894186,629000,317 Katie Lynn Drive,WENTZVILLE,MO,63385,100,354900,,2023-06-02,False
-9189983637505052839,602000,2427 Remuda Drive,SHERMAN,TX,75092,100,710000,,2023-06-02,False
-9187030078505524183,207000,622 Eagles Nest Circle,AUBURN,GA,30011,100,462900,,2023-06-02,False
-9185422880046440613,208000,5880 W 250 S,ANDERSON,IN,46011,100,130000,,2023-06-02,False
-9185422862833656616,208000,4330 W 200 N,ANDERSON,IN,46011,100,199900,,2023-06-02,False
-9185422858530821404,208000,1005 SPRING VALLEY DR,ANDERSON,IN,46011,100,249000,,2023-06-02,False
-9185140601146781416,208000,2919 HARBUR BLVD,ANDERSON,IN,46011,100,215000,,2023-06-02,False
-9185140583934128614,208000,3905 KNOLL WOOD LN,ANDERSON,IN,46011,100,319900,,2023-06-02,False
-9184793499811953872,208000,111 ROCK MOSS DR,WILLIAMSTON,SC,29697,100,235000,,2023-06-02,False
-9184793478295809862,208000,112 SHEILA DR,WILLIAMSTON,SC,29697,100,339900,,2023-06-02,False
-9184545192292813332,706000,2678 Hillcrest AVE,MACON,GA,31204,300,130000,,2023-06-02,False
-9184078469037522032,208000,4201 38TH ST,LUBBOCK,TX,79413,100,169900,,2023-06-02,False
-9181752520815632306,881000,165 South St #25,VERNON ROCKVILLE,CT,06066,200,78500,,2023-06-02,False
-9179774986562092526,347000,738 1st Ave N,NASHVILLE,TN,37201,200,455000,,2023-06-02,False
-9179109180558216602,5300,4251 E Blanton Road,TUCSON,AZ,85712,200,215000,,2023-06-02,False
-9178386909704237286,881000,154 Sperry Rd,BETHANY,CT,06524,1300,849900,,2023-06-02,False
-9178361760445227291,602000,7200 Lapin CV,AUSTIN,TX,78739,100,1349000,,2023-06-02,False
-9177184272567054998,866000,21045 Cornelia Grove Way,CORNELIUS,NC,28031,200,475900,,2023-06-02,False
-9176938983395952928,208000,165 RIVERVIEW ACRES DR,MARION,NC,28752,100,169000,,2023-06-02,False
-9175935108159094730,664000,9720 Woodstone Mill Dr,JACKSONVILLE,FL,32244,300,317000,,2023-06-02,False
-9174947660755385136,517000,4707 Howard Street,MCHENRY,IL,60051,100,239900,,2023-06-02,False
-9174805983953803546,664000,,JACKSONVILLE,FL,32244,300,315000,,2023-06-02,False
-9174585858165891471,4600,389 Fernwood Dr,MOUNT WASHINGTON,KY,40047,100,335000,,2023-06-02,False
-9174585849559105871,4600,119 Glenda Elaine Dr,MOUNT WASHINGTON,KY,40047,100,395000,,2023-06-02,False
-9174069615890466630,290000,14691 Dahlia Way,BRIGHTON,CO,80602,1300,925000,,2023-06-02,False
-9173955484873546682,72000,602 E MAIN Street,GLASFORD,IL,61533,100,49900,,2023-06-02,False
-9172905844621217467,3500,300 Naples Lane,CLAYTON,NC,27527,100,329000,,2023-06-02,False
-9172905844621151874,3500,338 Wyndfall Lane,CLAYTON,NC,27527,100,322000,,2023-06-02,False
-9172905831711596666,3500,10 W Caxton Court,CLAYTON,NC,27527,100,440000,,2023-06-02,False
-9172905827407908672,3500,2012 Mountain Laurel Drive,CLAYTON,NC,27527,100,775000,2023-06-02,2023-06-02,True
-9172623578631244677,3500,366 Bramble Lane,CLAYTON,NC,27527,100,450000,,2023-06-02,False
-9172623578630916679,3500,242 Naples Lane,CLAYTON,NC,27527,100,422000,2023-06-02,2023-06-02,True
-9172623565721295877,3500,129 Hansen Run,CLAYTON,NC,27527,100,387500,2023-06-02,2023-06-02,True
-9171952084654804037,834000,1103 Prospect Avenue,ELKINS PARK,PA,19027,100,624900,,2023-06-02,False
-9171669792845458437,834000,443 N Sterling Road,ELKINS PARK,PA,19027,100,500000,,2023-06-02,False
-9170254263716293212,78000,10927 Towpath,NEW HAVEN,IN,46774,100,249900,,2023-06-02,False
-9169570647678344812,419000,934 Bullrun Drive,BYRAM,MS,39272,100,190000,,2023-06-02,False
-9169570643375116007,419000,327 Mallory Drive Drive,BYRAM,MS,39272,100,230000,,2023-06-02,False
-9165858476676935959,297000,8014 Red Lantern Rd,INDIAN TRAIL,NC,28079,100,325000,,2023-06-02,False
-9165576167654609559,297000,1120 Ashe Meadow Dr,INDIAN TRAIL,NC,28079,100,665230,,2023-06-02,False
-9163847518831151562,517000,5645 W Waveland Avenue,CHICAGO,IL,60634,100,350000,,2023-06-02,False
-9163494840335775957,528000,3921 Gandy Path Lane,FLORENCE,SC,29501,100,31200,,2023-06-02,False
-9163494818819369555,528000,840 Stratton Dr,FLORENCE,SC,29501,100,195000,,2023-06-02,False
-9162575105367096254,664000,133 Richfield Ct,SAINT AUGUSTINE,FL,32092,300,834876,,2023-06-02,False
-9160557430211563698,595000,357 Deepwoods Dr,NEWPORT,KY,41076,200,189900,,2023-06-02,False
-9158572087262099373,814000,5112 Dvorak Cir,LONGMONT,CO,80504,100,600000,,2023-06-02,False
-9156348641061118600,803000,126 Boxcar Way,CAMDEN,NC,27921,100,352400,,2023-06-02,False
-9155714016878435017,671000,2463 Windswept Farms Dr,EUREKA,MO,63025,100,475000,,2023-06-02,False
-9154867132844071807,671000,720 Emerald Oaks Ct,EUREKA,MO,63025,100,480000,,2023-06-02,False
-9154867128540777414,229000,359 Misthaven Dr,EUREKA,MO,63025,100,375925,,2023-06-02,False
-9154867119934319811,671000,39 Muir St,EUREKA,MO,63025,100,260000,,2023-06-02,False
-9154443875588737054,475000,1302 E Fayle St,BAYTOWN,TX,77520,100,209000,,2023-06-02,False
-9151704485540954910,545000,47 Michele Ln,BRAINTREE,MA,02184,100,789000,,2023-06-02,False
-9151422185125282913,545000,37 Brewster Ave,BRAINTREE,MA,02184,100,819000,,2023-06-02,False
-9147710325960974028,290000,8130 Mt. Princeton Street,LITTLETON,CO,80125,1300,660000,,2023-06-02,False
-9142642459350146711,837000,141 Evergreen Ln,WINLOCK,WA,98596,500,360000,,2023-06-02,False
-9141677575327263893,229000,5018 Sapphire Crk Dr,RICHMOND,TX,77469,1300,590645,,2023-06-02,False
-9141125117064468341,207000,5562 Huntley Avenue,GARDEN GROVE,CA,92845,100,1099900,,2023-06-02,False
-9140557356376863009,837000,3737 S Mitford Ln,CLINTON,WA,98236,100,479950,,2023-06-02,False
-9140347037961922594,475000,8615 Alcott Dr,HOUSTON,TX,77080,100,249000,,2023-06-02,False
-9139793234142661763,874000,10955 SALISBURY Road,PLEASANT PLAINS,IL,62677,100,959000,,2023-06-02,False
-9139510938029956164,874000,101 POPLAR Drive,PLEASANT PLAINS,IL,62677,100,389000,,2023-06-02,False
-9139510912210714559,874000,409 E CHURCH Street,PLEASANT PLAINS,IL,62677,100,134900,,2023-06-02,False
-9139228650523904969,874000,28 HAWTHORN Lane,PLEASANT PLAINS,IL,62677,100,259000,,2023-06-02,False
-9138514283486480679,486000,1913 N Vulcan,ENCINITAS,CA,92024,200,2095000,,2023-06-02,False
-9137419882358807131,837000,8053 12th Ave NW,SEATTLE,WA,98117,100,675000,,2023-06-02,False
-9137097112118427431,612000,1136 W Rosemary Rd,ELKHORN,WI,53121,100,429900,,2023-06-02,False
-9137097103511707439,612000,405 Westlawn Ave,ELKHORN,WI,53121,100,284900,,2023-06-02,False
-9136855298740640726,837000,348 NW 86th St,SEATTLE,WA,98117,100,744950,,2023-06-02,False
-9136150235676356615,747000,41898 Dogwood Road,SHAVER LAKE,CA,93664,100,889000,,2023-06-02,False
-9136035869368892096,828000,1030 Mc Clendon St,CORPUS CHRISTI,TX,78404,100,237900,,2023-06-02,False
-9136035869368760901,734000,3025 Topeka Street,CORPUS CHRISTI,TX,78404,100,169000,,2023-06-02,False
-9134015958350960978,208000,1690 REBER RD,COMINS,MI,48619,100,210000,,2023-06-02,False
-9131893036797349357,817000,2446 Patrick Boulevard,DAYTON,OH,45431,200,220000,,2023-06-02,False
-9126594575580981170,208000,16815 US HIGHWAY 77,SPRINGER,OK,73458,200,45000,,2023-06-02,False
-9124908583497748966,3700,19560 Edmonton Ct,BROOKFIELD,WI,53045,100,685000,,2023-06-02,False
-9124626274475684950,3700,17325 Burnet St,BROOKFIELD,WI,53045,100,369900,,2023-06-02,False
-9121848241722214856,229000,547 Yale Ave,HILLSIDE,NJ,07205,100,425000,,2023-06-02,False
-9121634373659687385,741000,5381-83 E Nolen,WICHITA,KS,67220,200,365000,,2023-06-02,False
-9121634373659687383,741000,5387-89 E Nolen,WICHITA,KS,67220,200,365000,,2023-06-02,False
-9120505258061116196,741000,5454-5456 Colburn Ct E,WICHITA,KS,67220,200,369000,,2023-06-02,False
-9117198903070998091,229000,621 Seabreeze Dr,KEMAH,TX,77565,1300,306940,,2023-06-02,False
-9112891776904958258,310000,4461 Kendall Circle,GULFPORT,MS,39507,100,284900,,2023-06-02,False
-9112891776904695863,310000,2115 Curcor Drive,GULFPORT,MS,39507,100,189000,,2023-06-02,False
-9112018362975711975,72000,7105 N WILLOW BEND Point,PEORIA,IL,61614,200,349500,,2023-06-02,False
-9112018358672942375,72000,7205 N LAKESIDE Court #3,PEORIA,IL,61614,200,130000,,2023-06-02,False
-9112018358672811171,72000,125 E GLEN Avenue #205B,PEORIA,IL,61614,200,144900,,2023-06-02,False
-9111736109895819178,72000,7100 N FOX POINT Drive,PEORIA,IL,61614,200,179000,,2023-06-02,False
-9111736101289230380,72000,7535 N Walnut Bend Drive #22,PEORIA,IL,61614,200,339900,,2023-06-02,False
-9111736092682707185,72000,6300 N ALLEN Road,PEORIA,IL,61614,200,84900,,2023-06-02,False
-9111736088379871973,72000,7128 N WILLOW BEND Pointe,PEORIA,IL,61614,200,290000,,2023-06-02,False
-9111736088379412779,72000,6316 N ALLEN Road #17,PEORIA,IL,61614,200,69900,,2023-06-02,False
-9110770209606428497,785000,4507 N Carefree Circle,COLORADO SPRINGS,CO,80917,200,285000,,2023-06-02,False
-9109871609645003112,881000,60 Old Town Rd #70,VERNON ROCKVILLE,CT,06066,200,159900,,2023-06-02,False
-9109248560131868039,208000,1620 WELLINGTON PL APT 303,BEAUMONT,TX,77706,200,154500,,2023-06-02,False
-9108764285672068889,881000,51 Cheshire Rd,BETHANY,CT,06524,1300,279900,,2023-06-02,False
-9108218814374713763,207000,173 Camillia Lane,PORT CHARLOTTE,FL,33954,100,260000,,2023-06-02,False
-9107635135648060883,881000,54 Brookwood Rd,BETHANY,CT,06524,1300,100000,,2023-06-02,False
-9107211832526326936,816000,6240 Woodard Rd,ANDOVER,OH,44003,100,165000,,2023-06-02,False
-9106312531462639951,664000,7645 Chelmsford Dr,JACKSONVILLE,FL,32244,300,305000,,2023-06-02,False
-9105747939237491145,664000,9056 Prosperity Lake Dr,JACKSONVILLE,FL,32244,300,345000,,2023-06-02,False
-9105159257201028992,509000,3512 Alegre Court,BAKERSFIELD,CA,93311,100,325000,,2023-06-02,False
-9105159257200766594,509000,9212 Winding Stream Court 2002,BAKERSFIELD,CA,93311,100,389990,,2023-06-02,False
-9104760474621259941,517000,718 Christine Drive,MCHENRY,IL,60051,100,229900,,2023-06-02,False
-9104760470317637547,517000,2608 Cuhlman Road,MCHENRY,IL,60051,100,579900,,2023-06-02,False
-9104750400826192690,229000,100 NW 69th Cir #81,BOCA RATON,FL,33487,200,774900,,2023-06-02,False
-9104446387541688068,817000,2974 Oaklawn Street,COLUMBUS,OH,43224,100,250000,,2023-06-02,False
-9104446378935033669,817000,3000 Kenlawn Street,COLUMBUS,OH,43224,100,275000,,2023-06-02,False
-9104446378934968076,817000,3617 Karl Road,COLUMBUS,OH,43224,100,229900,,2023-06-02,False
-9104446361722315262,817000,4296 Glenmawr Avenue,COLUMBUS,OH,43224,100,309000,,2023-06-02,False
-9102821724513641396,297000,3108 Brookmont Pl,CHARLOTTE,NC,28210,100,1295000,,2023-06-02,False
-9102109867842784647,706000,90 Ezzard ST,LAWRENCEVILLE,GA,30046,200,385000,,2023-06-02,False
-9101869872900120977,545000,210 Saint Joseph Ave,FITCHBURG,MA,01420,300,449900,,2023-06-02,False
-9101827580336274253,706000,1573 River Main CT,LAWRENCEVILLE,GA,30046,200,295000,,2023-06-02,False
-9101724484656897753,814000,18160 E Caley Cir,AURORA,CO,80016,100,725000,,2023-06-02,False
-9099168803061004383,208000,754 WORKMAN FORK MOUNTAIN RD,HARTS,WV,25524,100,200000,,2023-06-02,False
-9096767621452544197,602000,116 Eleanor ST,LULING,TX,78648,100,95000,,2023-06-02,False
-9095624301821084711,207000,24283 Alvord Avenue,MATTAWAN,MI,49071,100,179000,,2023-06-02,False
-9095624297518052704,207000,58418 Norton Street,MATTAWAN,MI,49071,100,350275,,2023-06-02,False
-9092445085964883616,297000,90 Waters Edge Dr,NEBO,NC,28761,100,395900,,2023-06-02,False
-9091577335873357234,379000,891 W Zarragossa St,PENSACOLA,FL,32502,1300,497700,,2023-06-02,False
-9091577335873357233,379000,898 W Main St,PENSACOLA,FL,32502,1300,565000,,2023-06-02,False
-9090622990053032576,531000,9 Yukon Cove,MAUMELLE,AR,72113,100,265000,2023-06-02,2023-06-02,True
-9090622985749934978,531000,49 Oak Ridge Drive,MAUMELLE,AR,72113,100,185500,2023-06-02,2023-06-02,True
-9090622981446443780,531000,42 Kingspark Drive,MAUMELLE,AR,72113,100,229900,2023-06-02,2023-06-02,True
-9090622972840182976,531000,103 Cypress Drive,MAUMELLE,AR,72113,100,294900,2023-06-02,2023-06-02,True
-9087782498958861964,293000,N2202 County Rd N,APPLETON,WI,54913,100,385000,,2023-06-02,False
-9087023226826919164,816000,232 N Messner Rd,AKRON,OH,44319,100,180000,,2023-06-02,False
-9086091397150151418,671000,525 Rockwood Parc Ct,EUREKA,MO,63025,100,309000,,2023-06-02,False
-9084679968225959419,671000,727 Crested Point Dr,EUREKA,MO,63025,100,624000,,2023-06-02,False
-9084397663506599430,671000,400 Rolling Meadow Dr,EUREKA,MO,63025,100,324900,,2023-06-02,False
-9084397654900207426,671000,1338 Hunters Hollow Ct,EUREKA,MO,63025,100,350000,,2023-06-02,False
-9083930148030544507,706000,293 Thorn Thicket WAY,ROCKMART,GA,30153,100,233000,,2023-06-02,False
-9083833084191727414,671000,685 Grand View Ridge Ct,EUREKA,MO,63025,100,689000,,2023-06-02,False
-9083271920956606375,602000,1504 Hermitage DR,ROUND ROCK,TX,78681,100,335000,,2023-06-02,False
-9083117579721621707,369000,832 W Riverside Drive,LANEXA,VA,23089,100,350000,,2023-06-02,False
-9079287877038970037,208000,2391 PINEWOODS RD,QUICKSBURG,VA,22847,100,292000,,2023-06-02,False
-9078017533248143985,881000,23 Craw Ave,NORWALK,CT,06853,1300,1650000,,2023-06-02,False
-9076540434440947292,379000,4624 Farm Life Rd,MILTON,FL,32583,100,339000,,2023-06-02,False
-9074768715096478511,229000,9639 Holtwood Rd,SAINT LOUIS COUNTY MID,MO,63114,100,119500,,2023-06-02,False
-9073921831062246511,229000,8129 Ellerton Ave,SAINT LOUIS COUNTY MID,MO,63114,100,38888,,2023-06-02,False
-9073921831062246505,229000,8131 Ellerton Ave,SAINT LOUIS COUNTY MID,MO,63114,100,38888,,2023-06-02,False
-9072510393531268921,229000,9219 Bristol Ave,SAINT LOUIS COUNTY MID,MO,63114,100,75000,,2023-06-02,False
-9071722016001407644,208000,5351 LEEDS LN,BILOXI,MS,39532,1300,282900,,2023-06-02,False
-9067336132960112104,545000,379 Roosevelt Ave,SPRINGFIELD,MA,01118,100,279900,,2023-06-02,False
-9067008174459866687,827000,1300 Athens Plaza #2,STEAMBOAT SPRINGS,CO,80487,200,405000,,2023-06-02,False
-9065545575167706431,818000,4357 Rhapsody Lane,INDIANAPOLIS,IN,46235,100,260000,,2023-06-02,False
-9065263300571472831,818000,5131 Graywood Court,INDIANAPOLIS,IN,46235,100,205000,,2023-06-02,False
-9065172692672876470,881000,148 Richmond Hill Rd,NEW CANAAN,CT,06840,100,950000,,2023-06-02,False
-9064466362544027616,207000,5603 South Walnut Hill Avenue,SPRINGFIELD,MO,65810,100,219000,,2023-06-02,False
-9064466349634472413,207000,908 East Mentor Street,SPRINGFIELD,MO,65810,100,269900,,2023-06-02,False
-9064465832391731907,208000,121 MARJORY LN,SEQUIM,WA,98382,500,175000,,2023-06-02,False
-9061421683424311908,208000,793 RUSSIA RD,POLAND,NY,13431,100,439900,,2023-06-02,False
-9060783354286564759,517000,119 W Union Street,EARLVILLE,IL,60518,100,259000,,2023-06-02,False
-9060517334116039481,242000,6240 W Lotan Road,LAKE CITY,MI,49651,100,204900,,2023-06-02,False
-9060517334115645886,242000,305 S Canal Street,LAKE CITY,MI,49651,100,199900,,2023-06-02,False
-9060517334115449090,242000,7431 N Vandermullen Road,LAKE CITY,MI,49651,100,225000,,2023-06-02,False
-9058375868027774124,229000,311 Cornwall Meadows Ln,PATTERSON,NY,12563,100,360000,,2023-06-02,False
-9057950176115138879,598000,42431 Angela Faye Square,ASHBURN,VA,20148,200,749000,,2023-06-02,False
-9057950176114810884,598000,42554 Sunset Ridge Square,ASHBURN,VA,20148,200,549500,,2023-06-02,False
-9057657344650728322,824000,11420 SW 12th ST,BEAVERTON,OR,97005,100,475000,,2023-06-02,False
-9055218981481887073,208000,55 GOLDEN ACORN DR,BRANDYWINE,WV,26802,100,259900,,2023-06-02,False
-9053578641565145028,208000,13130 WEBSTER ST,BROOKSVILLE,FL,34613,100,597000,,2023-06-02,False
-9052685613358850456,630000,12778 Cemetery Rd,GRAND BAY,AL,36541,100,189900,,2023-06-02,False
-9051171171123222303,347000,8125 Boiling Springs Pl,BRENTWOOD,TN,37027,100,3300000,,2023-06-02,False
-9050888887920596702,347000,7332 Autumn Crossing Way,BRENTWOOD,TN,37027,100,499900,,2023-06-02,False
-9049536487017855971,72000,1524 11TH Avenue,EAST MOLINE,IL,61244,100,55000,,2023-06-02,False
-9049254182298364768,72000,313 30TH Avenue,EAST MOLINE,IL,61244,100,159000,,2023-06-02,False
-9048971890489412771,72000,3503 4TH Street,EAST MOLINE,IL,61244,100,129900,,2023-06-02,False
-9048631760229317111,3700,2080 N Commerce St 303,MILWAUKEE,WI,53212,200,155000,,2023-06-02,False
-9048514980966967551,785000,7477 Legend Hill Drive,COLORADO SPRINGS,CO,80923,100,550000,,2023-06-02,False
-9048318851837635455,208000,22421 150TH AVE,BOX ELDER,SD,57719,100,525000,,2023-06-02,False
-9048318851837241863,208000,504 PRIDE CT,BOX ELDER,SD,57719,100,365000,,2023-06-02,False
-9047061334402117177,524000,8729 Radcliff Drive,CALABASH,NC,28467,200,333739,,2023-06-02,False
-9047061308582613170,524000,26 Boundaryline Drive,CALABASH,NC,28467,200,185000,,2023-06-02,False
-9046295857527042199,207000,228 Aster Ave,MIDDLEBURG,FL,32068,500,139000,,2023-06-02,False
-9045976734031250977,208000,4038 BROOKE ST,RAPID CITY,SD,57701,200,350000,2023-06-02,2023-06-02,True
-9040553218216782090,881000,70 Randolph Ave,MERIDEN,CT,06451,1300,250000,,2023-06-02,False
-9040531316151567532,881000,70 Old Town Rd #324,VERNON ROCKVILLE,CT,06066,200,150000,,2023-06-02,False
-9037127996963164963,60000,1618 SE Clover Ln,LAWTON,OK,73501,100,79000,,2023-06-02,False
-9037127996963099364,60000,806 SE Brigadoon Way,LAWTON,OK,73501,100,144000,,2023-06-02,False
-9034929375783051154,710000,9317 Whitefield Ave,SAVANNAH,GA,31406,100,459000,,2023-06-02,False
-9034929367176527957,710000,505 Dyches Dr,SAVANNAH,GA,31406,100,265000,,2023-06-02,False
-9034431611684897166,664000,7014 Red Timber Rd,JACKSONVILLE,FL,32244,300,347326,,2023-06-02,False
-9028251737835128232,208000,410 MARGARET WAY,MCCALL,ID,83638,100,390000,,2023-06-02,False
-9028251737834931443,208000,905 COTTAGE CT,MCCALL,ID,83638,100,699000,,2023-06-02,False
-9026842850374278869,208000,334 PEPPER DR,TEHACHAPI,CA,93561,100,385000,,2023-06-02,False
-9023959102517564275,598000,6203 Little Valley Way,ALEXANDRIA,VA,22310,200,465000,,2023-06-02,False
-9023394514595775474,598000,4323 Gypsy Ct,ALEXANDRIA,VA,22310,200,585000,,2023-06-02,False
-9023112239999410677,598000,3365 Wilton Crest Ct,ALEXANDRIA,VA,22310,200,775000,,2023-06-02,False
-9021388139886164662,208000,1723 COUNTRY MILL DR,CRANBURY,NJ,08512,100,195000,,2023-06-02,False
-9017400611401273971,816000,5654 Bonnie Lou Dr,AKRON,OH,44319,100,239000,,2023-06-02,False
-9017400602795209961,816000,3800 Grupe Ave,AKRON,OH,44319,100,199900,,2023-06-02,False
-9017400585581901160,816000,305 W W Nimisila Rd,AKRON,OH,44319,100,199900,,2023-06-02,False
-9017360494530643012,817000,1475 Genessee Avenue,COLUMBUS,OH,43211,100,179900,,2023-06-02,False
-9017360485923857416,817000,1295 Loretta Avenue,COLUMBUS,OH,43211,100,159900,,2023-06-02,False
-9013362049978684541,3700,W273N1574 Riverland Ct,PEWAUKEE,WI,53072,100,650000,,2023-06-02,False
