mls_hash,listing_source_master_id,address,city,state,zip,property_type,price,listed_dt,pend_dt,is_in_listings
6309567559091477474,10000,15006 Dewey Avenue,OMAHA,NE,68154,100,260000,,2023-06-02,False
6310861093715725301,881000,4 Lovers Ln,MADISON,CT,06443,1400,699900,,2023-06-02,False
6311676901604756595,795000,4869/4867 190th Street,CHIPPEWA FALLS,WI,54729,300,499900,,2023-06-02,False
6311833466757924908,779000,2154 Sweet Bay Circle,BOSSIER CITY,LA,71111,100,320000,,2023-06-02,False
6311853293181430896,229000,721 Ratzer Rd,WAYNE,NJ,07470,100,650000,,2023-06-02,False
6312214750780569218,881000,1 Eagle Ln,SIMSBURY,CT,06070,1300,550000,,2023-06-02,False
6312398033164094493,207000,5127 Tensas Drive,BOSSIER CITY,LA,71111,100,375180,,2023-06-02,False
6312497068409025230,881000,10 Nutmeg Ct #10,SIMSBURY,CT,06070,1300,279900,,2023-06-02,False
6316107363804496294,661000,2980 Mckoon Avenue,NIAGARA FALLS,NY,14305,100,129900,,2023-06-02,False
6316766102951820831,208000,4080 COOPER LN # 345,PARK CITY,UT,84098,300,716502,,2023-06-02,False
6316766133074422431,208000,4080 COOPER LN # 254,PARK CITY,UT,84098,300,1034502,,2023-06-02,False
6316766133074881624,208000,4080 COOPER LN # 250,PARK CITY,UT,84098,300,675391,,2023-06-02,False
6319807692004850941,225000,5801 Roma Drive,SHREVEPORT,LA,71105,100,174900,,2023-06-02,False
6320143201470921385,837000,6840 NE 153rd Place,KENMORE,WA,98028,100,925950,,2023-06-02,False
6321052736642197527,539000,6 Reverend Treat Road,ORLEANS,MA,02653,100,533000,,2023-06-02,False
6322260872615329098,513000,2300 Gray Drive,JUSTIN,TX,76247,1300,475000,,2023-06-02,False
6323029693199148611,875000,1915 W Clovia Ln,MEMPHIS,TN,38114,200,63500,,2023-06-02,False
6323876568627054209,875000,1068-1070 Oakview St,MEMPHIS,TN,38114,200,99500,,2023-06-02,False
6324852798147505236,837000,17410 82nd St NW,VAUGHN,WA,98394,100,740000,,2023-06-02,False
6325001929753819639,229000,230 Federalsburg S,LAUREL,MD,20724,100,385000,,2023-06-02,False
6326702902818518663,545000,228 Club Valley Dr,EAST FALMOUTH,MA,02536,100,715000,,2023-06-02,False
6327742214426560729,208000,4228 SW 13TH AVE,AMARILLO,TX,79106,100,130000,,2023-06-02,False
6328250449596501430,611000,912 Cass St,PORTAGE,WI,53901,100,180000,,2023-06-02,False
6328814885869816514,229000,8531 E Indianola Ave,SCOTTSDALE,AZ,85251,100,625000,,2023-06-02,False
6328992846783547284,623000,West 57th Street,NEW YORK,NY,10019,400,259000,,2023-06-02,False
6330466384857309904,545000,13 Sunny Crest Lane,BELCHERTOWN,MA,01007,100,615000,,2023-06-02,False
6330617163452371324,28000,3308 Beacon Street,LEXINGTON,KY,40513,200,585000,,2023-06-02,False
6330617180664827333,28000,2140 Fort Harrods Drive 35,LEXINGTON,KY,40513,200,329900,,2023-06-02,False
6332869994660543373,229000,2947 S Atlantic Ave #2006,DAYTONA BEACH,FL,32118,200,524900,,2023-06-02,False
6333857544950595828,207000,27228 Keyser Road,EVANS MILLS,NY,13637,100,430000,,2023-06-02,False
6334139836759482241,207000,27605 County Route 32,EVANS MILLS,NY,13637,100,429000,,2023-06-02,False
6335465806015026332,416000,3675 Hollis Ln,WHEATLAND,CA,95692,100,424900,,2023-06-02,False
6338642779628710726,229000,3974 Satsuma Ln,CORONA,CA,92883,1300,872390,,2023-06-02,False
6339838311794796140,664000,1347 Rushing St,JACKSONVILLE,FL,32209,100,80000,,2023-06-02,False
6339838324704220149,664000,1497 W 23RD St,JACKSONVILLE,FL,32209,100,87000,,2023-06-02,False
6340394564820888796,638000,7771 E Monmouth Way,NAMPA,ID,83687,100,351990,,2023-06-02,False
6340394569123855206,638000,7613 E Flyway St,NAMPA,ID,83687,100,395990,,2023-06-02,False
6340394569123920797,638000,17508 N Newell Ave,NAMPA,ID,83687,100,499990,,2023-06-02,False
6340394569123920798,638000,17480 N Newell Ave,NAMPA,ID,83687,100,405990,,2023-06-02,False
6340394569123920799,638000,17438 N Newell Ave,NAMPA,ID,83687,100,475990,,2023-06-02,False
6340394573427018403,638000,2709 Bright St,NAMPA,ID,83687,100,299900,,2023-06-02,False
6340394573427346399,638000,7603 Edgebrook Dr,NAMPA,ID,83687,100,340000,,2023-06-02,False
6340394573427477597,638000,10352 Crystal Ridge Dr,NAMPA,ID,83687,100,515990,,2023-06-02,False
6340394577730640799,638000,3555 S Walnut Ridge Way,NAMPA,ID,83687,100,383990,,2023-06-02,False
6342031906698547766,524000,617 Trisail Terrace,WILMINGTON,NC,28412,100,588400,,2023-06-02,False
6342810435341818107,208000,112 MERILINA AVE,KINGSTON,NY,12401,100,399900,,2023-06-02,False
6350583285627563015,740000,1634 Surrey Drive,NORMAN,OK,73071,100,170000,,2023-06-02,False
6351396111567024955,720000,3700 Starlighter Dr,VIRGINIA BEACH,VA,23452,100,395000,2023-06-02,2023-06-02,True
6351396120172957766,720000,3504 Good Hope Rd,VIRGINIA BEACH,VA,23452,100,320000,2023-06-02,2023-06-02,True
6351396128779612172,720000,604 N Piping Rock Rd,VIRGINIA BEACH,VA,23452,100,360000,2023-06-02,2023-06-02,True
6351396133083234567,720000,4052 W Colonial Pw,VIRGINIA BEACH,VA,23452,100,350000,,2023-06-02,False
6353641900713806148,623000,,BROOKLYN,NY,11229,200,1125000,,2023-06-02,False
6356374732425190623,722000,1035 Newport Road,MACON,GA,31210,100,189900,,2023-06-02,False
6356374741032041818,722000,4064 W Oak Drive,MACON,GA,31210,100,189900,,2023-06-02,False
6357215700522554616,539000,30 Gulch Road,WELLFLEET,MA,02667,100,2895000,,2023-06-02,False
6359708392150694226,290000,5119 N Yampa Street,DENVER,CO,80249,100,399990,,2023-06-02,False
6360948263516131373,722000,6964 Vesta Brook Drive,MORROW,GA,30260,100,197500,,2023-06-02,False
6361802312930544521,843000,5509 Walking Trail Way,HOPE MILLS,NC,28348,100,275000,,2023-06-02,False
6361802312930544526,843000,2209 Andalusian Drive,HOPE MILLS,NC,28348,100,335000,,2023-06-02,False
6361802312930610122,843000,5244 Goshawk Drive,HOPE MILLS,NC,28348,100,236100,,2023-06-02,False
6361802317233838922,843000,3601 Crampton Road,HOPE MILLS,NC,28348,100,275000,,2023-06-02,False
6363601185391466175,207000,685 Candia,CHESTER,NH,03036,1300,770000,,2023-06-02,False
6365833429802954422,208000,303 OLD ENGLISH RD,ROLLA,MO,65401,100,145000,,2023-06-02,False
6368832384064689732,229000,4111 Peace Pipe Trail,ROCKFORD,IL,61101,100,189900,,2023-06-02,False
6369773984549531062,242000,35036 Red Pine Drive,FARMINGTON,MI,48335,200,259900,,2023-06-02,False
6370248472090119644,208000,31450 BIRCHWOOD ST,WESTLAND,MI,48186,100,235000,2023-06-02,2023-06-02,True
6370530763899137242,208000,35802 CANYON DR,WESTLAND,MI,48186,100,240000,2023-06-02,2023-06-02,True
6370961594985143261,474000,1302 Stone Creek Drive,QUINCY,IL,62305,100,239900,,2023-06-02,False
6370961594985405654,474000,515 Hickory Grove E,QUINCY,IL,62305,100,170000,,2023-06-02,False
6370961599288831250,474000,208 Morton Drive,QUINCY,IL,62305,100,399782,,2023-06-02,False
6370961599288896853,474000,2120 S Sheridan Drive,QUINCY,IL,62305,100,265000,,2023-06-02,False
6371334728048103700,229000,104 Valley St,BROCKTON,PA,17925,100,180000,,2023-06-02,False
6371804831218704148,866000,130 Marron Dr,INDIAN TRAIL,NC,28079,200,412599,,2023-06-02,False
6376549186008806474,404000,508 Little Pine Creek Rd,PITTSBURGH,PA,15223,100,150000,,2023-06-02,False
6376549186009068869,404000,123 E Undercliff St,PITTSBURGH,PA,15223,100,349900,,2023-06-02,False
6379282781496393810,671000,405 N Short St,ADVANCE,MO,63730,100,118000,,2023-06-02,False
6381193608191338488,229000,36 Mandon Dr,WAYNE,NJ,07470,100,819900,,2023-06-02,False
6381193638313612101,229000,63 Ryerson Ave,WAYNE,NJ,07470,100,499999,,2023-06-02,False
6381475887090472894,229000,52 Laurel Dr,WAYNE,NJ,07470,100,469000,,2023-06-02,False
6381565577749342992,208000,312 MCCAIN RD,TROUP,TX,75789,500,169900,2023-06-02,2023-06-02,True
6381758209022879287,229000,26 Village Dr,WAYNE,NJ,07470,100,485000,,2023-06-02,False
6382040496528602497,229000,39 Huron Ave,WAYNE,NJ,07470,100,599900,,2023-06-02,False
6382322771125492082,229000,35 Horizon Dr,WAYNE,NJ,07470,100,1500000,,2023-06-02,False
6386630837165211029,513000,4410 Fm 1387,MIDLOTHIAN,TX,76065,100,400000,,2023-06-02,False
6387233223627142456,591000,4735 Raintree Street CIRCLE E,BRADENTON,FL,34203,100,365000,,2023-06-02,False
6388141332172170881,208000,462 E WATER ST,BERNE,IN,46711,100,169000,,2023-06-02,False
6389058348942924296,229000,14456 Cypress Trace Ct,FORT MYERS,FL,33919,200,300000,,2023-06-02,False
6391269994300907253,881000,71 Fairview Dr,WETHERSFIELD,CT,06109,1300,364900,,2023-06-02,False
6391552290413481654,881000,18 Wilcox St,WETHERSFIELD,CT,06109,1300,375000,,2023-06-02,False
6391834590829547257,881000,155 Clearfield Rd,WETHERSFIELD,CT,06109,1300,425000,,2023-06-02,False
6392477783486234481,379000,4 Cousineau Rd,PENSACOLA,FL,32507,100,235000,,2023-06-02,False
6392477783486234482,379000,5052 Chandelle Dr,PENSACOLA,FL,32507,100,480000,,2023-06-02,False
6392477783486824873,379000,428 S 2nd St,PENSACOLA,FL,32507,100,750000,,2023-06-02,False
6392681423224902456,881000,118 Goodwin Park Rd,WETHERSFIELD,CT,06109,1300,249900,,2023-06-02,False
6392681431831228857,881000,80 Robbins Dr,WETHERSFIELD,CT,06109,1300,314900,,2023-06-02,False
6393246011146822450,881000,46 Bunce Rd,WETHERSFIELD,CT,06109,1300,279900,,2023-06-02,False
6393810586158990450,881000,43 Hart St,WETHERSFIELD,CT,06109,1300,324900,,2023-06-02,False
6396492485981123046,229000,462 River Square Ln,ORMOND BEACH,FL,32174,100,495000,,2023-06-02,False
6397590587138037700,229000,8543 E Indianola Ave,SCOTTSDALE,AZ,85251,100,500000,,2023-06-02,False
6397857091763793614,752000,12918 N CRESAP ST #53,CUMBERLAND,MD,21502,200,73000,,2023-06-02,False
6401285622592627465,664000,95043 Gina St,FERNANDINA BEACH,FL,32034,300,444990,,2023-06-02,False
6403101526422394103,706000,1612 Rainier Falls DR NE,ATLANTA,GA,30329,100,950000,,2023-06-02,False
6405831430370907978,671000,797 Topaz Ct,MASCOUTAH,IL,62258,100,349900,,2023-06-02,False
6407242889417111181,671000,300 W Oak St,MASCOUTAH,IL,62258,100,229000,,2023-06-02,False
6407838437273264886,225000,525 Riverrun Circle,SHREVEPORT,LA,71104,100,260000,,2023-06-02,False
6408089726116088775,671000,1111 W Main St,MASCOUTAH,IL,62258,100,285000,2023-06-02,2023-06-02,True
6408352655068316230,531000,140 Irwin Point,HOT SPRINGS NATIONAL PARK,AR,71901,100,170000,,2023-06-02,False
6408352663674773831,531000,1936 Shady Grove Road,HOT SPRINGS NATIONAL PARK,AR,71901,100,150000,,2023-06-02,False
6408605575155355761,671000,2805 Wellington Dr,FLORISSANT,MO,63033,100,175000,2023-06-02,2023-06-02,True
6410921238470358019,828000,6930 Windy Creek Dr,CORPUS CHRISTI,TX,78414,100,260000,,2023-06-02,False
6411485800572970812,734000,7201 Repcon Drive,CORPUS CHRISTI,TX,78414,100,365000,,2023-06-02,False
6411485804876265217,734000,7322 Alberta Circle,CORPUS CHRISTI,TX,78414,100,234000,,2023-06-02,False
6412279264742409403,824000,90746 Dalewood DR,JUNCTION CITY,OR,97448,100,459000,,2023-06-02,False
6412692746213969800,229000,2409 SW Lafayette St,PORT SAINT LUCIE,FL,34984,100,330000,,2023-06-02,False
6413026329865078752,207000,Lot 4 Trolley,PELHAM,NH,03076,1300,695900,,2023-06-02,False
6417183033328422927,572000,1260 S Dale Ct,DENVER,CO,80219,100,525000,,2023-06-02,False
6419519829162652537,598000,14063 Walney Village Ct,CHANTILLY,VA,20151,100,874000,,2023-06-02,False
6423409540805287754,229000,1912 N Monroe St,BALTIMORE,MD,21217,700,10000,,2023-06-02,False
6424538673616839744,229000,1406 Myrtle Ave,BALTIMORE,MD,21217,700,10000,,2023-06-02,False
6424538686526854146,229000,821 N Monroe St,BALTIMORE,MD,21217,700,5000,,2023-06-02,False
6425434830296415168,720000,965 Elm St,NORFOLK,VA,23502,100,290000,2023-06-02,2023-06-02,True
6426231861641637011,229000,10 Troon Way Way,AIKEN,SC,29803,100,290000,,2023-06-02,False
6428678413403917839,9300,160 S 68th Street 1307,WEST DES MOINES,IA,50266,200,158000,,2023-06-02,False
6428678417707343439,9300,7425 Wistful Vista Drive 603,WEST DES MOINES,IA,50266,200,199900,,2023-06-02,False
6430995745134607294,811000,3950 Sand Hill Rd,WOODSIDE,CA,94062,100,3950000,,2023-06-02,False
6432084389833454291,638000,2036 W Bella Ln,NAMPA,ID,83651,100,369900,,2023-06-02,False
6432084407045910307,638000,1100 Burnett Drive 309 B St,NAMPA,ID,83651,100,249900,,2023-06-02,False
6433922072606556881,751000,4732 CHESHIRE CIRCLE,BIRMINGHAM,AL,35235,200,115000,,2023-06-02,False
6434134383577981124,881000,14 Bluestem Blvd,CROMWELL,CT,06416,100,568602,,2023-06-02,False
6434205387774105265,671000,4362 Lake Dr,GRANITE CITY,IL,62040,100,130000,,2023-06-02,False
6434689724158011241,664000,49 S Roscoe Blvd,PONTE VEDRA BEACH,FL,32082,300,6995000,,2023-06-02,False
6435503306965626140,72000,6831 N FROSTWOOD Parkway #25,PEORIA,IL,61615,200,89900,,2023-06-02,False
6435503306965822937,72000,3812 W RICHWOODS Boulevard,PEORIA,IL,61615,200,114900,,2023-06-02,False
6435667052828972793,389000,5227 W Reventon Dr S 101,SOUTH JORDAN,UT,84009,200,377400,,2023-06-02,False
6435667057131676796,389000,5227 W Reventon Dr S 309,SOUTH JORDAN,UT,84009,200,379900,,2023-06-02,False
6435785564349272525,72000,4569 N THORNHILL Drive #201B,PEORIA,IL,61615,200,155000,,2023-06-02,False
6435785564349469331,72000,3802 W RICHWOODS Boulevard #1,PEORIA,IL,61615,200,115000,,2023-06-02,False
6435785568652566933,72000,10509 N PHEASANT Lane,PEORIA,IL,61615,200,254900,,2023-06-02,False
6435785581562450131,72000,2507 W BENTON Court,PEORIA,IL,61615,200,287000,,2023-06-02,False
6436463649093783646,671000,6 Violet Ave,GRANITE CITY,IL,62040,100,114999,,2023-06-02,False
6436463657699913261,671000,27 Eduardo Dr,GRANITE CITY,IL,62040,100,164900,,2023-06-02,False
6436493143788093952,861000,3535 Stine Road,BAKERSFIELD,CA,93309,100,53000,,2023-06-02,False
6437360756349463985,389000,5227 W Reventon Dr 303,SOUTH JORDAN,UT,84009,200,364900,,2023-06-02,False
6438037876098492523,874000,48 Covered Bridge Acres,GLENARM,IL,62536,100,265000,,2023-06-02,False
6438218712496616522,875000,5009 Mike Dr,MEMPHIS,TN,38127,100,80000,,2023-06-02,False
6438320146391825325,874000,11628 ORANGE Lane,GLENARM,IL,62536,100,230000,,2023-06-02,False
6438663091397590562,334000,716 Walbridge Avenue,TOLEDO,OH,43609,300,84900,,2023-06-02,False
6439024190571387226,208000,205 S NORMA ST,WESTLAND,MI,48186,100,249900,,2023-06-02,False
6439306469470980827,208000,2037 FREEMAN ST,WESTLAND,MI,48186,100,190000,2023-06-02,2023-06-02,True
6439957492395394007,572000,212 S Forbes Street,JACKSON,MI,49203,100,35000,,2023-06-02,False
6440239745475942800,572000,1011 4th Street,JACKSON,MI,49203,100,64900,,2023-06-02,False
6440239749778712406,572000,4120 N Draper Road,JACKSON,MI,49203,100,184900,,2023-06-02,False
6440522058801235605,572000,1004 S Wisner Street,JACKSON,MI,49203,100,195000,,2023-06-02,False
6440522067407627607,572000,2118 Sunnyside Court,JACKSON,MI,49203,100,125000,,2023-06-02,False
6440804324790946000,572000,800 S Higby Street,JACKSON,MI,49203,100,179000,,2023-06-02,False
6440804329094633997,572000,1411 Mound Avenue,JACKSON,MI,49203,100,117900,,2023-06-02,False
6443329698727671621,722000,2226 Cadenza Circle,DACULA,GA,30019,100,507489,,2023-06-02,False
6443466226843904365,729000,470 Genesee Street,BUFFALO,NY,14204,100,189900,,2023-06-02,False
6444093082797090346,229000,17434 Cyprian Cedar Ln,NEW CANEY,TX,77357,1300,229990,,2023-06-02,False
6447109225854561252,672000,3627 Wyandotte Street,KANSAS CITY,MO,64111,200,499000,,2023-06-02,False
6447391526269905266,208000,4504 HOLLY ST APT 3N,KANSAS CITY,MO,64111,200,149000,,2023-06-02,False
6451092249093719902,664000,1627 Windle St,JACKSONVILLE,FL,32209,300,169500,,2023-06-02,False
6453871119277462549,5300,8372 N Mountain Stone Pine Way,TUCSON,AZ,85743,100,490000,,2023-06-02,False
6457551775615239880,229000,4210 Steamboat Bend #205,FORT MYERS,FL,33919,200,320000,,2023-06-02,False
6457970870855196648,749000,20885 Ixonia Avenue,LAKEVILLE,MN,55044,100,345000,,2023-06-02,False
6459014780316706581,229000,5521 McLennan,ENCINO,CA,91436,100,1100000,,2023-06-02,False
6459946152284137426,347000,161 Cumberland Oaks Dr,TULLAHOMA,TN,37388,100,290000,,2023-06-02,False
6459946160890398232,347000,59 Tankersley Ridge Rd,TULLAHOMA,TN,37388,100,250000,,2023-06-02,False
6459946160890726226,347000,248 Lake Hills Rd,TULLAHOMA,TN,37388,100,399900,,2023-06-02,False
6459946165193692630,347000,127 Old Shelbyville Hwy,TULLAHOMA,TN,37388,100,439900,,2023-06-02,False
6460292950253290860,621000,252 South St #48N,NEW YORK,NY,10002,200,1690000,,2023-06-02,False
6461113020855801035,230000,1506 Mckinney Court,BRENHAM,TX,77833,100,319000,,2023-06-02,False
6461395308361786629,230000,906 Mae Way Street,BRENHAM,TX,77833,100,282000,,2023-06-02,False
6462122093477405174,207000,35 Country Acres Gold,MYERSTOWN,PA,17067,500,49000,,2023-06-02,False
6462781815725915014,229000,1375 Woodbine Rd,WOODBINE,MD,21797,100,600000,,2023-06-02,False
6463017829109350216,474000,28225 Napa Street,EWING,MO,63440,100,220000,,2023-06-02,False
6463842300111841274,607000,2126 Miller Drive,NILES,MI,49120,100,60000,,2023-06-02,False
6463842313021330886,607000,1818 Niles Buchanan Road,NILES,MI,49120,100,239900,2023-06-02,2023-06-02,True
6463842317324822079,607000,1636 Florence Avenue,NILES,MI,49120,100,150000,2023-06-02,2023-06-02,True
6464984855425642775,229000,1523 Marianne St,EDISTO ISLAND,SC,29438,100,920000,,2023-06-02,False
6464985929865829042,229000,1633 Palmer Dr,ORMOND BEACH,FL,32174,100,269900,,2023-06-02,False
6465990670457905635,881000,67 Howard Ave,NEW HAVEN,CT,06519,1300,399900,,2023-06-02,False
6468759235359619548,347000,101 Aretha Ct,MURFREESBORO,TN,37128,100,339900,,2023-06-02,False
6468870236803401013,475000,5011 Avenue K,GALVESTON,TX,77551,100,259900,2023-06-02,2023-06-02,True
6469780354189377108,852000,2 Cedarwood Ln,PHENIX CITY,AL,36870,100,280000,,2023-06-02,False
6469780358492212320,852000,1908 Westminster Dr,PHENIX CITY,AL,36870,100,299900,,2023-06-02,False
6469780358492343517,852000,790 Lee Road 443,PHENIX CITY,AL,36870,100,159900,,2023-06-02,False
6472036680308345290,391000,3920 NW 9th St,MIAMI,FL,33126,100,445200,,2023-06-02,False
6472037379435888654,664000,81029 Leeside Ct,FERNANDINA BEACH,FL,32034,300,595000,,2023-06-02,False
6472601971660906258,664000,2694 Forest Ridge Dr UNIT 4A,FERNANDINA BEACH,FL,32034,300,450000,,2023-06-02,False
6472701021751314828,486000,4334 Arcadia Drive,SAN DIEGO,CA,92103,100,3395000,,2023-06-02,False
6473166550976631060,664000,85382 Fall River Pkwy,FERNANDINA BEACH,FL,32034,300,525000,,2023-06-02,False
6474906565671351235,598000,16502 Fife Way,BOWIE,MD,20716,1400,592603,,2023-06-02,False
6476846549465349861,623000,"7 Wallace Way, Unit 4",CHAPPAQUA,NY,10514,200,1579995,,2023-06-02,False
6477565003302216159,229000,42 Marthas Rd,EDGARTOWN,MA,02539,100,1295000,,2023-06-02,False
6481526647423342990,727000,1116 S Spinnaker Road,OOLOGAH,OK,74053,100,198000,,2023-06-02,False
6482033061223483794,229000,2061 SW Libra Ln,PORT SAINT LUCIE,FL,34984,100,279000,,2023-06-02,False
6483588177396030250,229000,3535 McCormick Blvd #1,BULLHEAD CITY,AZ,86429,200,289000,,2023-06-02,False
6484099331193794663,742000,"21 Valley Street, Unit 11",SOUTH PORTLAND,ME,04106,200,299000,,2023-06-02,False
6488024590029785421,404000,40 Coppola Rd,CECIL,PA,15321,100,279900,,2023-06-02,False
6488660389672572116,347000,6680 Pinewood Rd,NUNNELLY,TN,37137,100,199900,,2023-06-02,False
6489662064257526520,229000,11133 Alameda Bay Ct,WELLINGTON,FL,33414,100,750000,,2023-06-02,False
6489662068560689723,229000,2113 Greenview Cove Dr,WELLINGTON,FL,33414,100,1025000,,2023-06-02,False
6489662085773998522,229000,2206 Country Golf Dr,WELLINGTON,FL,33414,100,543500,,2023-06-02,False
6490085476474090010,671000,4999 Old South 5 Hwy,CAMDENTON,MO,65020,100,200000,,2023-06-02,False
6490085485080416417,671000,176 Inca Trl,CAMDENTON,MO,65020,100,700000,,2023-06-02,False
6490085489383448416,671000,3122 Old Route 5,CAMDENTON,MO,65020,100,179500,,2023-06-02,False
6490271740741962641,688000,103 2nd St,IRONTON,MN,56455,100,180000,,2023-06-02,False
6491088999342915692,229000,23018 N Warmstone Way,KATY,TX,77494,100,450000,,2023-06-02,False
6492256051624320150,875000,3121 Scenic Hwy,MEMPHIS,TN,38128,100,155000,,2023-06-02,False
6492667383796418755,208000,107 WALNUT ST,DOWAGIAC,MI,49047,100,170000,2023-06-02,2023-06-02,True
6494270229378710687,10000,20539 Hartman Avenue,ELKHORN,NE,68022,100,630000,,2023-06-02,False
6494552478156096279,10000,2302 N 204 Avenue,ELKHORN,NE,68022,100,200000,,2023-06-02,False
6494552482459325078,10000,2095 N 182 Avenue,ELKHORN,NE,68022,100,746579,,2023-06-02,False
6494552486762160281,10000,18502 Hamilton Circle,ELKHORN,NE,68022,100,545000,,2023-06-02,False
6494552491065913879,10000,Lot 266 Street,ELKHORN,NE,68022,100,934413,,2023-06-02,False
6495015333555323650,229000,30 David Rd,CEDAR GROVE,NJ,07009,100,399000,,2023-06-02,False
6499177084145610330,638000,434 Autumn Dr,NAMPA,ID,83686,100,389990,,2023-06-02,False
6499177092752461532,638000,1012 14th Ave S,NAMPA,ID,83686,100,269500,,2023-06-02,False
6499177097055493531,638000,2226 W Silver Creek Dr,NAMPA,ID,83686,100,499900,,2023-06-02,False
6499177097055493537,638000,3620 S Edgeview Dr,NAMPA,ID,83686,100,374900,,2023-06-02,False
6499648788745483920,297000,9818 Stephen Thompson Ln,CHARLOTTE,NC,28213,100,325000,,2023-06-02,False
6501186673821767920,623000,237 Snake Hollow Road,BRIDGEHAMPTON,NY,11932,100,3750000,,2023-06-02,False
6502256223636908820,487000,12031 Butternut Lane,KNOXVILLE,TN,37934,100,725000,,2023-06-02,False
6502256227940268817,487000,613 Arlington Drive,KNOXVILLE,TN,37934,100,368900,,2023-06-02,False
6502538476717523205,487000,10908 Woodford Bend Way,KNOXVILLE,TN,37934,100,400000,,2023-06-02,False
6502538481021014397,487000,12929 Yorkshire Fog Lane,KNOXVILLE,TN,37934,100,799071,,2023-06-02,False
6504318589550703725,881000,30 Hudson Ln,ESSEX,CT,06426,1300,1095000,,2023-06-02,False
6504957105888504046,671000,2254 Cleveland Blvd,GRANITE CITY,IL,62040,100,219900,2023-06-02,2023-06-02,True
6504957136010908855,671000,2435 Woodlawn Ave,GRANITE CITY,IL,62040,100,80000,,2023-06-02,False
6505950180802785690,208000,120 FULTZ LN,TAZEWELL,TN,37879,500,79900,,2023-06-02,False
6506701101481645179,389000,5227 W Reventon Dr 306,SOUTH JORDAN,UT,84009,200,361900,,2023-06-02,False
6508928601922640513,722000,7654 Rico Road,PALMETTO,GA,30268,100,450000,,2023-06-02,False
6510669863817466615,229000,11 N Waterview Dr,PALM COAST,FL,32137,100,549900,,2023-06-02,False
6510669868120957812,229000,10 Fortress Pl,PALM COAST,FL,32137,100,449000,,2023-06-02,False
6510907101414965291,486000,7595 Navigator Circle,CARLSBAD,CA,92011,100,2199000,,2023-06-02,False
6510907110021947685,486000,803 Skysail Ave,CARLSBAD,CA,92011,100,1197000,,2023-06-02,False
6510946468973271306,875000,0 Burnham Ave,MEMPHIS,TN,38127,100,92400,,2023-06-02,False
6512935582546864602,866000,15236 Waterfront Dr,HUNTERSVILLE,NC,28078,100,489500,,2023-06-02,False
6512966452186103668,881000,11 Trumbull St,STONINGTON,CT,06378,1400,998000,,2023-06-02,False
6515210622808380810,722000,2465 Millwater Crossing,DACULA,GA,30019,100,740000,,2023-06-02,False
6518297246724190394,837000,1912 9th Ave,QUINCY,WA,98848,100,384400,,2023-06-02,False
6518579534230372797,837000,9024 NW Trellis Ln,QUINCY,WA,98848,100,1825000,,2023-06-02,False
6520147509193823566,208000,17 MOUNTAIN VIEW LN,NORTH HERO,VT,05474,100,549000,,2023-06-02,False
6521282326244948053,207000,3 Daniel Avenue,LEBANON,PA,17042,500,75000,,2023-06-02,False
6521520354631119646,354000,949 North Main Road,JAMESTOWN,RI,02835,100,550000,,2023-06-02,False
6522285321874755894,623000,3rd Avenue,BROOKLYN,NY,11209,200,689000,,2023-06-02,False
6523521106028095955,229000,35926 Ruschin Dr,NEWARK,CA,94560,100,1199000,,2023-06-02,False
6524574189661958323,817000,59 S Ardmore Road,COLUMBUS,OH,43209,100,519000,,2023-06-02,False
6525187789119408442,207000,3332 Elkcam Boulevard,PORT CHARLOTTE,FL,33952,1300,315936,,2023-06-02,False
6527416292908015255,616000,2731 S Blairstone Road #B30,TALLAHASSEE,FL,32301,200,77000,,2023-06-02,False
6527416297211309658,616000,1351 Castelnau Court #2,TALLAHASSEE,FL,32301,200,155000,,2023-06-02,False
6528270762065511508,486000,2904 Levante Street,CARLSBAD,CA,92009,100,2365000,,2023-06-02,False
6531966443161513535,818000,9040 County Line Road,CAMBY,IN,46113,100,425285,,2023-06-02,False
6532920694728861341,208000,504 S CHESTNUT ST,NEVADA,MO,64772,100,27500,,2023-06-02,False
6536168180823752634,207000,"3524 West Shore Rd, Unit#106 Unit 106",WARWICK,RI,02886,200,199900,2023-06-02,2023-06-02,True
6536226358980293720,229000,97 Hudson St,CLIFTON,NJ,07011,100,439000,,2023-06-02,False
6538363902789189121,396000,9198 Settlers Ridge,SAINT JOHN,IN,46373,200,319900,,2023-06-02,False
6539793301224813543,347000,2211 Centertree Dr,MURFREESBORO,TN,37128,100,335000,,2023-06-02,False
6540203163895753546,404000,101 Kaitlin,FREEDOM,PA,15042,100,599900,,2023-06-02,False
6540357854720903135,347000,2904 Woodcrest Drive,MURFREESBORO,TN,37128,100,445840,,2023-06-02,False
6540357854720903136,347000,4165 Veterans Pkwy,MURFREESBORO,TN,37128,100,485000,,2023-06-02,False
6540357854721231135,347000,2901 Woodcrest Drive,MURFREESBORO,TN,37128,100,437032,,2023-06-02,False
6540357867630720736,347000,1540 Factors Walk,MURFREESBORO,TN,37128,100,347500,,2023-06-02,False
6541484576490328851,378000,17512 Brandywine Drive,LUTZ,FL,33549,100,394500,,2023-06-02,False
6543595628312292494,5300,11814 N Renoir Way,TUCSON,AZ,85742,100,649000,,2023-06-02,False
6543635282456844884,391000,66 NW 73rd Pl,MIAMI,FL,33126,100,600000,,2023-06-02,False
